porosity,k_i,k_j,k_k,X,Y,Z
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,485
2.31E-05,7.43E-16,8.33E-16,9.79E-16,515,265,485
3.51E-05,1.83E-15,4.25E-15,4.88E-15,525,265,485
2.71E-05,1.02E-15,2.02E-15,2.29E-15,535,265,485
2.51E-05,9.60E-16,1.37E-15,1.61E-15,545,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,485
2.73E-05,1.61E-15,2.21E-15,1.67E-15,565,265,485
2.88E-05,1.91E-15,2.70E-15,1.92E-15,575,265,485
2.75E-05,1.75E-15,2.05E-15,1.85E-15,585,265,485
3.20E-05,3.32E-15,1.93E-15,3.56E-15,595,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,495
3.55E-05,2.41E-15,4.80E-15,4.09E-15,55,265,495
2.32E-05,7.73E-16,8.68E-16,9.75E-16,65,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,495
2.85E-05,9.91E-16,2.49E-15,2.86E-15,145,265,495
2.48E-05,1.06E-15,1.40E-15,1.30E-15,155,265,495
2.97E-05,1.05E-15,2.87E-15,3.28E-15,165,265,495
2.77E-05,1.69E-15,2.33E-15,1.73E-15,175,265,495
2.74E-05,1.63E-15,2.24E-15,1.68E-15,185,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,495
4.36E-05,1.39E-15,5.77E-14,5.83E-14,205,265,495
2.71E-05,1.19E-15,1.92E-15,2.27E-15,215,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,495
2.45E-05,1.19E-15,8.77E-16,1.43E-15,245,265,495
3.19E-05,2.94E-15,1.91E-15,3.86E-15,255,265,495
2.51E-05,1.40E-15,9.13E-16,1.64E-15,265,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,495
2.32E-05,7.54E-16,8.60E-16,1.01E-15,285,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,495
2.40E-05,7.79E-16,1.11E-15,1.30E-15,305,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,495
2.32E-05,7.64E-16,8.55E-16,9.68E-16,325,265,495
2.40E-05,9.40E-16,1.14E-15,1.11E-15,335,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,495
2.95E-05,1.45E-15,2.56E-15,3.03E-15,355,265,495
3.05E-05,1.17E-15,3.07E-15,3.54E-15,365,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,495
2.32E-05,7.65E-16,8.63E-16,9.86E-16,385,265,495
2.69E-05,1.24E-15,1.90E-15,2.06E-15,395,265,495
2.49E-05,1.13E-15,1.44E-15,1.27E-15,405,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,495
3.43E-05,2.43E-15,3.17E-15,4.81E-15,435,265,495
2.56E-05,1.56E-15,9.37E-16,1.80E-15,445,265,495
2.40E-05,9.30E-16,1.12E-15,1.11E-15,455,265,495
2.38E-05,8.95E-16,1.07E-15,1.08E-15,465,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,495
2.30E-05,7.33E-16,8.06E-16,9.48E-16,505,265,495
2.35E-05,7.88E-16,9.42E-16,1.11E-15,515,265,495
3.36E-05,1.79E-15,3.80E-15,4.36E-15,525,265,495
3.00E-05,1.46E-15,3.01E-15,2.94E-15,535,265,495
2.39E-05,9.10E-16,1.09E-15,1.09E-15,545,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,565,265,495
2.35E-05,8.25E-16,9.52E-16,1.02E-15,575,265,495
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,495
2.66E-05,1.18E-15,1.72E-15,2.10E-15,595,265,495
2.50E-05,9.57E-16,1.35E-15,1.58E-15,5,265,505
2.59E-05,1.32E-15,1.75E-15,1.43E-15,15,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,505
2.48E-05,9.29E-16,1.29E-15,1.52E-15,35,265,505
2.31E-05,7.41E-16,8.18E-16,9.52E-16,45,265,505
2.49E-05,8.20E-16,1.38E-15,1.60E-15,55,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,505
2.35E-05,7.53E-16,9.51E-16,1.11E-15,75,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,505
3.00E-05,1.06E-15,2.95E-15,3.38E-15,145,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,505
3.00E-05,1.06E-15,2.95E-15,3.38E-15,165,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,505
2.72E-05,1.59E-15,2.17E-15,1.65E-15,185,265,505
2.35E-05,8.33E-16,9.66E-16,1.03E-15,195,265,505
3.09E-05,1.63E-15,2.96E-15,3.42E-15,205,265,505
2.35E-05,7.75E-16,9.53E-16,1.12E-15,215,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,505
2.57E-05,1.60E-15,9.45E-16,1.85E-15,245,265,505
3.75E-05,3.80E-15,3.21E-15,5.70E-15,255,265,505
2.51E-05,1.39E-15,9.09E-16,1.63E-15,265,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,505
2.34E-05,8.07E-16,9.24E-16,1.00E-15,305,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,505
2.43E-05,1.11E-15,9.93E-16,1.32E-15,335,265,505
2.51E-05,1.41E-15,9.14E-16,1.65E-15,345,265,505
3.08E-05,1.60E-15,2.93E-15,3.47E-15,355,265,505
2.57E-05,8.58E-16,1.63E-15,1.88E-15,365,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,505
2.56E-05,1.26E-15,1.66E-15,1.38E-15,395,265,505
2.92E-05,2.01E-15,2.85E-15,2.00E-15,405,265,505
2.79E-05,1.73E-15,2.41E-15,1.77E-15,415,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,505
3.16E-05,1.56E-15,3.03E-15,3.90E-15,435,265,505
2.30E-05,7.30E-16,8.01E-16,9.41E-16,445,265,505
2.38E-05,8.23E-16,1.03E-15,1.21E-15,455,265,505
3.00E-05,2.16E-15,3.09E-15,2.12E-15,465,265,505
2.48E-05,1.11E-15,1.41E-15,1.25E-15,475,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,505
2.67E-05,1.14E-15,1.80E-15,2.12E-15,515,265,505
2.80E-05,1.23E-15,2.19E-15,2.57E-15,525,265,505
2.92E-05,1.03E-15,2.70E-15,3.11E-15,535,265,505
2.30E-05,7.35E-16,8.09E-16,9.44E-16,545,265,505
2.41E-05,1.10E-15,8.61E-16,1.32E-15,555,265,505
2.62E-05,1.75E-15,9.69E-16,2.01E-15,565,265,505
2.40E-05,8.31E-16,1.06E-15,1.29E-15,575,265,505
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,505
2.41E-05,8.51E-16,1.10E-15,1.29E-15,595,265,505
2.33E-05,7.66E-16,8.89E-16,1.05E-15,5,265,515
2.76E-05,1.67E-15,2.31E-15,1.72E-15,15,265,515
2.74E-05,1.63E-15,2.26E-15,1.70E-15,25,265,515
3.08E-05,1.59E-15,2.92E-15,3.45E-15,35,265,515
2.96E-05,2.07E-15,2.96E-15,2.05E-15,45,265,515
2.49E-05,1.12E-15,1.43E-15,1.26E-15,55,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,515
2.64E-05,8.90E-16,1.84E-15,2.12E-15,75,265,515
2.42E-05,7.89E-16,1.18E-15,1.37E-15,85,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,515
2.32E-05,7.42E-16,8.75E-16,1.03E-15,135,265,515
2.81E-05,9.75E-16,2.38E-15,2.74E-15,145,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,515
3.26E-05,1.67E-15,3.80E-15,3.73E-15,165,265,515
2.37E-05,8.72E-16,1.03E-15,1.06E-15,175,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,515
2.35E-05,7.82E-16,9.27E-16,1.09E-15,195,265,515
3.40E-05,2.28E-15,3.98E-15,3.93E-15,205,265,515
2.58E-05,9.80E-16,1.69E-15,1.80E-15,215,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,515
2.31E-05,7.39E-16,8.11E-16,9.57E-16,245,265,515
2.82E-05,1.49E-15,2.02E-15,2.62E-15,255,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,515
2.38E-05,9.70E-16,8.40E-16,1.19E-15,325,265,515
3.04E-05,3.09E-15,1.19E-15,3.41E-15,335,265,515
3.53E-05,4.09E-15,2.02E-15,4.99E-15,345,265,515
3.11E-05,2.22E-15,2.37E-15,3.57E-15,355,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,365,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,515
2.31E-05,7.43E-16,8.21E-16,9.51E-16,395,265,515
3.09E-05,2.34E-15,3.39E-15,2.28E-15,405,265,515
2.86E-05,1.80E-15,2.60E-15,2.03E-15,415,265,515
2.32E-05,7.89E-16,8.10E-16,1.00E-15,425,265,515
3.15E-05,1.51E-15,3.09E-15,3.84E-15,435,265,515
2.64E-05,1.25E-15,1.81E-15,1.82E-15,445,265,515
2.35E-05,7.81E-16,9.26E-16,1.09E-15,455,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,515
2.64E-05,1.40E-15,1.89E-15,1.55E-15,475,265,515
2.31E-05,7.37E-16,8.18E-16,9.61E-16,485,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,515
3.05E-05,1.56E-15,2.84E-15,3.36E-15,515,265,515
2.33E-05,7.66E-16,8.89E-16,1.05E-15,525,265,515
2.37E-05,7.64E-16,1.02E-15,1.19E-15,535,265,515
2.33E-05,8.25E-16,8.16E-16,1.04E-15,545,265,515
2.89E-05,2.60E-15,1.11E-15,2.89E-15,555,265,515
3.00E-05,2.98E-15,1.17E-15,3.29E-15,565,265,515
3.14E-05,2.15E-15,2.41E-15,3.80E-15,575,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,515
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,525
3.00E-05,1.81E-15,2.89E-15,2.72E-15,25,265,525
2.83E-05,1.36E-15,2.26E-15,2.56E-15,35,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,525
2.94E-05,2.04E-15,2.91E-15,2.03E-15,55,265,525
2.33E-05,7.86E-16,8.90E-16,9.87E-16,65,265,525
2.46E-05,8.08E-16,1.30E-15,1.51E-15,75,265,525
2.42E-05,7.85E-16,1.15E-15,1.34E-15,85,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,525
2.42E-05,7.97E-16,1.18E-15,1.37E-15,135,265,525
2.53E-05,8.66E-16,1.49E-15,1.73E-15,145,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,525
2.48E-05,8.14E-16,1.35E-15,1.56E-15,165,265,525
2.57E-05,1.33E-15,1.60E-15,1.46E-15,175,265,525
2.74E-05,2.14E-15,1.03E-15,2.42E-15,185,265,525
3.00E-05,1.52E-15,2.62E-15,3.24E-15,195,265,525
2.63E-05,1.10E-15,1.70E-15,2.01E-15,205,265,525
2.33E-05,7.66E-16,8.99E-16,1.03E-15,215,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,525
2.31E-05,7.42E-16,8.20E-16,9.50E-16,265,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,525
2.73E-05,1.61E-15,2.21E-15,1.67E-15,305,265,525
2.69E-05,1.53E-15,2.09E-15,1.60E-15,315,265,525
2.42E-05,1.12E-15,8.65E-16,1.35E-15,325,265,525
3.54E-05,4.69E-15,1.45E-15,5.07E-15,335,265,525
4.51E-05,6.09E-15,4.06E-15,7.90E-15,345,265,525
2.48E-05,1.13E-15,1.08E-15,1.53E-15,355,265,525
2.35E-05,8.36E-16,9.70E-16,1.03E-15,365,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,525
2.32E-05,7.50E-16,8.50E-16,9.99E-16,405,265,525
2.91E-05,1.47E-15,2.50E-15,2.81E-15,415,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,525
3.00E-05,1.06E-15,2.95E-15,3.38E-15,435,265,525
2.38E-05,8.94E-16,1.07E-15,1.08E-15,445,265,525
2.65E-05,1.45E-15,1.95E-15,1.54E-15,455,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,525
2.50E-05,9.51E-16,1.34E-15,1.58E-15,475,265,525
2.54E-05,9.96E-16,1.43E-15,1.70E-15,485,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,525
2.34E-05,7.80E-16,9.22E-16,1.08E-15,505,265,525
3.30E-05,2.37E-15,2.94E-15,4.18E-15,515,265,525
2.49E-05,9.59E-16,1.31E-15,1.57E-15,525,265,525
2.30E-05,7.33E-16,8.08E-16,9.50E-16,535,265,525
2.74E-05,2.13E-15,1.03E-15,2.40E-15,545,265,525
3.00E-05,2.98E-15,1.17E-15,3.29E-15,555,265,525
3.00E-05,2.97E-15,1.17E-15,3.29E-15,565,265,525
2.73E-05,1.57E-15,1.54E-15,2.42E-15,575,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,525
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,535
2.96E-05,1.45E-15,2.58E-15,3.05E-15,25,265,535
2.36E-05,7.95E-16,9.59E-16,1.13E-15,35,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,535
2.59E-05,1.32E-15,1.75E-15,1.43E-15,95,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,535
2.66E-05,1.13E-15,1.79E-15,2.11E-15,135,265,535
2.76E-05,1.19E-15,2.06E-15,2.43E-15,145,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,535
2.53E-05,1.47E-15,9.23E-16,1.71E-15,175,265,535
2.78E-05,1.59E-15,1.68E-15,2.57E-15,185,265,535
3.34E-05,1.71E-15,3.73E-15,4.37E-15,195,265,535
2.31E-05,7.40E-16,8.25E-16,9.69E-16,205,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,215,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,535
2.35E-05,8.37E-16,9.72E-16,1.03E-15,265,265,535
2.76E-05,1.66E-15,2.30E-15,1.71E-15,275,265,535
2.30E-05,7.33E-16,8.05E-16,9.42E-16,285,265,535
2.43E-05,7.92E-16,1.20E-15,1.39E-15,295,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,305,265,535
2.66E-05,1.46E-15,1.97E-15,1.54E-15,315,265,535
2.38E-05,9.96E-16,8.44E-16,1.22E-15,325,265,535
3.48E-05,4.47E-15,1.45E-15,4.87E-15,335,265,535
4.63E-05,5.28E-15,6.83E-15,6.79E-15,345,265,535
2.80E-05,1.75E-15,2.44E-15,1.78E-15,355,265,535
2.58E-05,1.26E-15,1.69E-15,1.46E-15,365,265,535
2.88E-05,1.91E-15,2.70E-15,1.92E-15,375,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,535
2.49E-05,9.44E-16,1.32E-15,1.55E-15,405,265,535
2.59E-05,1.11E-15,1.62E-15,1.76E-15,415,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,535
3.12E-05,1.44E-15,3.01E-15,3.77E-15,435,265,535
2.31E-05,7.62E-16,8.05E-16,9.73E-16,445,265,535
2.31E-05,7.48E-16,8.28E-16,9.55E-16,455,265,535
2.30E-05,7.38E-16,8.14E-16,9.50E-16,465,265,535
2.68E-05,1.30E-15,1.67E-15,2.17E-15,475,265,535
2.36E-05,8.50E-16,9.14E-16,1.14E-15,485,265,535
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,535
2.78E-05,1.65E-15,1.69E-15,2.51E-15,505,265,535
3.32E-05,3.32E-15,2.06E-15,4.32E-15,515,265,535
3.11E-05,1.92E-15,2.67E-15,3.55E-15,525,265,535
2.35E-05,7.86E-16,9.38E-16,1.10E-15,535,265,535
2.65E-05,1.86E-15,9.87E-16,2.12E-15,545,265,535
2.99E-05,2.91E-15,1.17E-15,3.22E-15,555,265,535
2.72E-05,2.07E-15,1.02E-15,2.34E-15,565,265,535
2.47E-05,1.08E-15,1.37E-15,1.23E-15,575,265,535
2.77E-05,1.70E-15,2.36E-15,1.74E-15,585,265,535
2.36E-05,8.45E-16,9.84E-16,1.03E-15,595,265,535
2.43E-05,7.91E-16,1.20E-15,1.39E-15,5,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,545
2.35E-05,7.87E-16,9.39E-16,1.11E-15,25,265,545
2.63E-05,1.38E-15,1.87E-15,1.51E-15,35,265,545
2.31E-05,7.51E-16,8.34E-16,9.58E-16,45,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,545
2.49E-05,1.12E-15,1.42E-15,1.26E-15,95,265,545
2.94E-05,2.04E-15,2.90E-15,2.02E-15,105,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,545
3.05E-05,1.56E-15,2.83E-15,3.35E-15,135,265,545
2.34E-05,7.70E-16,8.98E-16,1.06E-15,145,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,155,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,545
2.32E-05,7.97E-16,8.11E-16,1.01E-15,175,265,545
2.87E-05,1.21E-15,2.55E-15,2.75E-15,185,265,545
3.35E-05,2.08E-15,3.82E-15,3.92E-15,195,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,205,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,215,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,545
2.30E-05,7.32E-16,8.04E-16,9.42E-16,255,265,545
2.34E-05,8.43E-16,8.19E-16,1.06E-15,265,265,545
2.39E-05,9.73E-16,9.70E-16,1.17E-15,275,265,545
2.37E-05,8.71E-16,1.03E-15,1.06E-15,285,265,545
2.71E-05,9.25E-16,2.06E-15,2.37E-15,295,265,545
2.38E-05,7.69E-16,1.05E-15,1.22E-15,305,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,545
2.48E-05,1.30E-15,8.94E-16,1.53E-15,325,265,545
2.65E-05,1.75E-15,1.07E-15,2.09E-15,335,265,545
2.93E-05,1.62E-15,2.62E-15,2.65E-15,345,265,545
3.47E-05,3.14E-15,4.66E-15,2.93E-15,355,265,545
3.63E-05,2.80E-15,4.78E-15,4.27E-15,365,265,545
2.99E-05,2.15E-15,3.08E-15,2.11E-15,375,265,545
2.66E-05,1.46E-15,1.98E-15,1.55E-15,385,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,545
2.36E-05,8.36E-16,9.81E-16,1.05E-15,405,265,545
2.30E-05,7.34E-16,8.06E-16,9.43E-16,415,265,545
2.55E-05,1.52E-15,9.31E-16,1.77E-15,425,265,545
3.67E-05,3.29E-15,3.23E-15,5.62E-15,435,265,545
2.63E-05,1.69E-15,1.07E-15,2.05E-15,445,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,545
2.36E-05,7.58E-16,9.83E-16,1.15E-15,465,265,545
2.91E-05,1.10E-15,2.62E-15,3.08E-15,475,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,545
2.73E-05,2.09E-15,1.03E-15,2.36E-15,505,265,545
2.76E-05,2.13E-15,1.12E-15,2.47E-15,515,265,545
3.02E-05,1.53E-15,2.75E-15,3.26E-15,525,265,545
2.48E-05,1.19E-15,1.01E-15,1.53E-15,535,265,545
2.36E-05,7.99E-16,9.55E-16,1.13E-15,545,265,545
2.67E-05,1.26E-15,1.66E-15,2.11E-15,555,265,545
2.30E-05,7.41E-16,8.02E-16,9.52E-16,565,265,545
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,545
2.67E-05,1.49E-15,2.02E-15,1.57E-15,585,265,545
3.35E-05,2.87E-15,4.24E-15,2.72E-15,595,265,545
2.41E-05,7.80E-16,1.12E-15,1.31E-15,5,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,555
2.84E-05,1.15E-15,2.49E-15,2.65E-15,35,265,555
3.09E-05,2.35E-15,3.41E-15,2.29E-15,45,265,555
2.31E-05,7.32E-16,8.16E-16,9.58E-16,55,265,555
2.43E-05,8.31E-16,1.16E-15,1.36E-15,65,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,555
2.50E-05,1.22E-15,1.23E-15,1.40E-15,105,265,555
2.43E-05,1.03E-15,1.19E-15,1.20E-15,115,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,555
2.53E-05,9.84E-16,1.42E-15,1.68E-15,135,265,555
2.34E-05,8.49E-16,8.20E-16,1.06E-15,145,265,555
2.33E-05,8.25E-16,8.20E-16,1.04E-15,155,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,555
2.35E-05,7.52E-16,9.40E-16,1.10E-15,175,265,555
3.42E-05,2.32E-15,4.29E-15,3.75E-15,185,265,555
3.77E-05,3.28E-15,5.36E-15,4.19E-15,195,265,555
2.55E-05,1.11E-15,1.55E-15,1.58E-15,205,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,215,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,555
2.31E-05,7.59E-16,8.47E-16,9.64E-16,255,265,555
2.49E-05,1.16E-15,1.32E-15,1.32E-15,265,265,555
2.47E-05,1.26E-15,8.87E-16,1.49E-15,275,265,555
2.73E-05,1.57E-15,1.59E-15,2.34E-15,285,265,555
2.47E-05,8.10E-16,1.32E-15,1.53E-15,295,265,555
2.36E-05,7.58E-16,9.80E-16,1.15E-15,305,265,555
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,555
2.31E-05,7.69E-16,8.06E-16,9.81E-16,325,265,555
2.30E-05,7.34E-16,8.01E-16,9.45E-16,335,265,555
2.31E-05,7.38E-16,8.21E-16,9.65E-16,345,265,555
2.55E-05,1.04E-15,1.49E-15,1.67E-15,355,265,555
3.12E-05,1.99E-15,3.24E-15,3.00E-15,365,265,555
